utm,lon,lat,presence
32TKN3,6.27,43.09,1
32TKP3,6.25,43.99,1
32TKP4,6.26,43.54,1
32TKQ3,6.23,44.89,0
32TKQ4,6.24,44.44,0
32TKR3,6.21,45.79,0
32TKR4,6.22,45.34,0
32TLN1,6.85,43.11,1
32TLP1,6.82,44.01,1
32TLP2,6.83,43.56,1
32TLP3,7.44,44.02,1
32TLP4,7.45,43.57,1
32TLQ1,6.78,44.91,0
32TLQ2,6.8,44.46,0
32TLQ3,7.42,44.92,0
32TLQ4,7.43,44.47,0
32TLR1,6.75,45.81,0
32TLR2,6.77,45.36,0
32TLR3,7.39,45.82,0
32TLR4,7.4,45.37,0
32TLS1,6.71,46.7,0
32TLS2,6.73,46.26,0
32TLS3,7.37,46.72,0
32TLS4,7.38,46.27,0
32TLT1,6.67,47.6,0
32TLT2,6.69,47.15,0
32TLT3,7.34,47.62,0
32TLT4,7.35,47.17,0
32TMK1,8.12,40.42,1
32TMK3,8.71,40.42,1
32TML1,8.1,41.32,0
32TML2,8.11,40.87,1
32TML3,8.7,41.33,1
32TML4,8.7,40.88,1
32TMM3,8.7,42.23,1
32TMM4,8.7,41.78,1
32TMN2,8.09,42.67,0
32TMN4,8.7,42.68,1
32TMP1,8.06,44.02,1
32TMQ1,8.05,44.92,0
32TMQ2,8.06,44.47,0
32TMQ3,8.68,44.93,1
32TMQ4,8.69,44.48,1
32TMR1,8.04,45.82,0
32TMR2,8.04,45.37,0
32TMR3,8.68,45.83,0
32TMR4,8.68,45.38,0
32TMS1,8.02,46.72,0
32TMS2,8.03,46.27,0
32TMS3,8.67,46.73,0
32TMS4,8.68,46.28,0
32TMT1,8,47.62,0
32TMT2,8.01,47.17,0
32TMT3,8.67,47.63,0
32TMT4,8.67,47.18,0
32TNK1,9.3,40.42,1
32TNK3,9.88,40.42,1
32TNL1,9.3,41.33,1
32TNL2,9.3,40.88,1
32TNL4,9.89,40.87,1
32TNM1,9.3,42.23,1
32TNM2,9.3,41.78,1
32TNN1,9.31,43.13,0
32TNN2,9.31,42.68,1
32TNN3,9.92,43.12,1
32TNN4,9.92,42.67,1
32TNP1,9.31,44.03,1
32TNP3,9.94,44.02,0
32TNQ1,9.32,44.93,0
32TNQ2,9.31,44.48,1
32TNQ3,9.95,44.92,0
32TNQ4,9.94,44.47,0
32TNR1,9.32,45.83,0
32TNR2,9.32,45.38,0
32TNR3,9.97,45.82,0
32TNR4,9.96,45.37,0
32TNS1,9.33,46.73,0
32TNS2,9.32,46.28,0
32TNS3,9.98,46.72,0
32TNS4,9.97,46.27,0
32TNT1,9.33,47.63,0
32TNT2,9.33,47.18,0
32TNT3,10,47.62,0
32TNT4,9.99,47.17,0
32TPM1,10.51,42.22,1
32TPM3,11.12,42.21,1
32TPN1,10.54,43.12,0
32TPN2,10.53,42.67,1
32TPN3,11.15,43.11,1
32TPN4,11.14,42.66,0
32TPP1,10.56,44.02,0
32TPP2,10.55,43.57,1
32TPP3,11.18,44.01,1
32TPP4,11.17,43.56,1
32TPQ1,10.58,44.92,0
32TPQ2,10.57,44.47,0
32TPQ3,11.22,44.91,0
32TPQ4,11.2,44.46,0
32TPR1,10.61,45.82,0
32TPR2,10.6,45.37,0
32TPR3,11.25,45.81,0
32TPR4,11.23,45.36,0
32TPS1,10.64,46.72,0
32TPS2,10.62,46.27,0
32TPS3,11.29,46.7,0
32TPS4,11.27,46.26,0
32TPT1,10.66,47.62,0
32TPT2,10.65,47.17,0
32TPT3,11.33,47.6,0
32TPT4,11.31,47.15,0
32TQM1,11.71,42.19,1
32TQN1,11.73,43.09,0
32TQN2,11.72,42.64,1
32TQP1,11.75,43.99,0
32TQP2,11.74,43.54,1
32TQQ1,11.77,44.89,0
32TQQ2,11.76,44.44,0
32TQR1,11.79,45.79,0
32TQS1,12,46.7,0
32TQS2,12,46.25,0
32TQT1,12,47.6,0
32TQT2,12,47.15,0
32ULA1,6.45,50.3,0
32ULA2,6.46,49.85,0
32ULA3,7.24,50.31,0
32ULA4,7.26,49.86,0
32ULB1,6.43,51.2,0
32ULB2,6.44,50.75,0
32ULB3,7.21,51.21,0
32ULB4,7.23,50.76,0
32ULC1,6.41,52.1,0
32ULC2,6.42,51.65,0
32ULC3,7.18,52.11,0
32ULC4,7.19,51.66,0
32ULD1,6.38,52.99,0
32ULD2,6.39,52.54,0
32ULD3,7.14,53.01,0
32ULD4,7.16,52.56,0
32ULE2,6.37,53.44,0
32ULE3,7.1,53.91,0
32ULE4,7.12,53.46,0
32ULU1,6.63,48.5,0
32ULU2,6.65,48.05,0
32ULU3,7.31,48.51,0
32ULU4,7.32,48.06,0
32ULV1,6.47,49.4,0
32ULV2,6.48,48.95,0
32ULV3,7.28,49.41,0
32ULV4,7.29,48.96,0
32UMA1,7.95,50.32,0
32UMA2,7.96,49.87,0
32UMA3,8.65,50.33,0
32UMA4,8.65,49.88,0
32UMB1,7.93,51.22,0
32UMB2,7.94,50.77,0
32UMB3,8.64,51.22,0
32UMB4,8.65,50.78,0
32UMC1,7.91,52.12,0
32UMC2,7.92,51.67,0
32UMC3,8.64,52.12,0
32UMC4,8.64,51.67,0
32UMD1,7.88,53.02,0
32UMD2,7.89,52.57,0
32UMD3,8.63,53.02,0
32UMD4,8.63,52.57,0
32UME1,7.86,53.92,0
32UME2,7.87,53.47,0
32UME3,8.62,53.92,0
32UME4,8.62,53.47,0
32UMF2,7.85,54.37,0
32UMF3,8.61,54.82,0
32UMF4,8.62,54.37,0
32UMG1,7.81,55.71,0
32UMG3,8.6,55.72,0
32UMG4,8.61,55.27,0
32UMU1,7.98,48.52,0
32UMU2,7.99,48.07,0
32UMU3,8.66,48.53,0
32UMU4,8.66,48.08,0
32UMV1,7.97,49.42,0
32UMV2,7.98,48.97,0
32UMV3,8.66,49.43,0
32UMV4,8.66,48.98,0
32UNA2,9.35,49.88,0
32UNA3,10.05,50.32,0
32UNA4,10.04,49.87,0
32UNB1,9.36,51.22,0
32UNB2,9.36,50.78,0
32UNB3,10.07,51.22,0
32UNB4,10.06,50.77,0
32UNC1,9.37,52.12,0
32UNC2,9.36,51.67,0
32UNC3,10.1,52.12,0
32UNC4,10.09,51.67,0
32UND1,9.37,53.02,0
32UND2,9.37,52.57,0
32UND3,10.12,53.02,0
32UND4,10.11,52.57,0
32UNE1,9.38,53.92,0
32UNE2,9.38,53.47,0
32UNE3,10.14,53.92,0
32UNE4,10.13,53.47,0
32UNF1,9.39,54.82,0
32UNF2,9.39,54.37,0
32UNF3,10.17,54.82,0
32UNF4,10.15,54.37,0
32UNG1,9.4,55.72,0
32UNG2,9.39,55.27,0
32UNG3,10.19,55.71,0
32UNG4,10.18,55.26,0
32UNU1,9.34,48.53,0
32UNU2,9.34,48.08,0
32UNU3,10.02,48.52,0
32UNU4,10.01,48.07,0
32UNV1,9.35,49.43,0
32UNV2,9.34,48.98,0
32UNV3,10.03,49.42,0
32UNV4,10.03,48.97,0
32UPA1,10.76,50.31,0
32UPA2,10.74,49.86,0
32UPA3,11.55,50.3,0
32UPA4,11.54,49.85,0
32UPB1,10.79,51.21,0
32UPB2,10.77,50.76,0
32UPB3,11.57,51.2,0
32UPB4,11.56,50.75,0
32UPC1,10.83,52.11,0
32UPC2,10.81,51.66,0
32UPC3,11.6,52.1,0
32UPC4,11.58,51.65,0
32UPD1,10.86,53.01,0
32UPD2,10.84,52.56,0
32UPD3,11.62,52.99,0
32UPD4,11.61,52.54,0
32UPE1,10.9,53.91,0
32UPE2,10.88,53.46,0
32UPE3,11.64,53.89,0
32UPE4,11.63,53.44,0
32UPF1,10.95,54.81,0
32UPF2,10.92,54.36,0
32UPF3,11.67,54.79,0
32UPF4,11.65,54.34,0
32UPG1,10.99,55.7,0
32UPG2,10.97,55.25,0
32UPG3,11.69,55.69,0
32UPG4,11.68,55.24,0
32UPU1,10.69,48.51,0
32UPU2,10.68,48.06,0
32UPU3,11.37,48.5,0
32UPU4,11.35,48.05,0
32UPV1,10.72,49.41,0
32UPV2,10.71,48.96,0
32UPV3,11.53,49.4,0
32UPV4,11.53,48.95,0
32UQU1,12,48.5,0
32UQU2,12,48.05,0
32VLK3,6.86,58.4,0
32VLK4,6.89,57.95,0
32VLL3,6.81,59.29,0
32VLL4,6.83,58.84,0
32VLM3,6.75,60.19,0
32VLM4,6.78,59.74,0
32VLN3,6.68,61.09,0
32VLN4,6.71,60.64,0
32VLP3,6.61,61.98,0
32VLP4,6.65,61.54,0
32VLQ3,6.54,62.88,0
32VLQ4,6.58,62.43,0
32VMH1,7.78,56.61,0
32VMH2,7.79,56.16,0
32VMH3,8.59,56.62,0
32VMH4,8.6,56.17,0
32VMJ4,8.59,57.07,0
32VMK1,7.72,58.41,0
32VMK2,7.73,57.96,0
32VMK3,8.57,58.41,0
32VMK4,8.58,57.96,0
32VML1,7.68,59.31,0
32VML2,7.7,58.86,0
32VML3,8.56,59.31,0
32VML4,8.57,58.86,0
32VMM2,7.67,59.75,0
32VMM3,8.55,60.21,0
32VMM4,8.56,59.76,0
32VMN1,7.61,61.1,0
32VMN2,7.63,60.65,0
32VMN3,8.54,61.11,0
32VMN4,8.54,60.66,0
32VMP1,7.57,62,0
32VMP2,7.59,61.55,0
32VMP3,8.52,62,0
32VMP4,8.53,61.56,0
32VMQ1,7.52,62.89,0
32VMQ2,7.55,62.45,0
32VMQ3,8.51,62.9,0
32VMQ4,8.52,62.45,0
32VMR2,7.5,63.34,0
32VMR3,8.49,63.8,0
32VMR4,8.5,63.35,0
32VNH1,9.41,56.62,0
32VNH2,9.4,56.17,0
32VNH3,10.22,56.61,0
32VNH4,10.21,56.16,0
32VNJ1,9.42,57.52,0
32VNJ2,9.41,57.07,0
32VNJ3,10.25,57.51,0
32VNJ4,10.24,57.06,0
32VNK1,9.43,58.41,0
32VNK4,10.27,57.96,0
32VNL1,9.44,59.31,0
32VNL2,9.43,58.86,0
32VNL3,10.32,59.31,0
32VNL4,10.3,58.86,0
32VNM1,9.45,60.21,0
32VNM2,9.45,59.76,0
32VNM3,10.35,60.2,0
32VNM4,10.34,59.75,0
32VNN1,9.46,61.11,0
32VNN2,9.46,60.66,0
32VNN3,10.39,61.1,0
32VNN4,10.37,60.65,0
32VNP1,9.48,62,0
32VNP2,9.47,61.56,0
32VNP3,10.43,62,0
32VNP4,10.41,61.55,0
32VNQ1,9.49,62.9,0
32VNQ2,9.49,62.45,0
32VNQ3,10.48,62.89,0
32VNQ4,10.45,62.45,0
32VNR1,9.51,63.8,0
32VNR2,9.5,63.35,0
32VNR3,10.52,63.79,0
32VNR4,10.5,63.34,0
32VPH1,11.04,56.6,0
32VPH2,11.01,56.15,0
32VPH3,11.72,56.59,0
32VPH4,11.71,56.14,0
32VPJ1,11.09,57.5,0
32VPJ2,11.06,57.05,0
32VPK3,12,58.39,0
32VPK4,12,57.94,0
32VPL1,11.2,59.29,0
32VPL2,11.17,58.84,0
32VPL3,12,59.29,0
32VPL4,12,58.84,0
32VPM1,11.4,60.19,0
32VPM2,11.39,59.74,0
32VPN1,11.43,61.09,0
32VPN2,11.42,60.64,0
32VPP1,11.46,61.98,0
32VPP2,11.44,61.53,0
32VPQ1,11.48,62.88,0
32VPQ2,11.47,62.43,0
32VPR1,11.52,63.78,0
32VPR2,11.5,63.33,0
32WNS2,9.52,64.25,0
32WNS3,10.57,64.69,0
32WNS4,10.55,64.24,0
32WPS1,11.55,64.68,0
32WPS2,11.53,64.23,0
32WPT1,11.58,65.57,0
32WPU2,11.6,66.02,0
32WUQ3,12,67.36,0
32WUR4,11.64,66.92,0
33STB3,12.37,37.69,0
33STC4,12.36,38.14,1
33SUB1,13.02,37.7,0
33SUB2,13.03,37.25,0
33SUB3,13.58,37.71,0
33SUB4,13.59,37.26,0
33SUC1,12.99,38.61,0
33SUC2,13,38.16,0
33SUC4,13.57,38.16,0
33SVA1,14.16,36.82,0
33SVA3,14.72,36.82,0
33SVB1,14.15,37.72,1
33SVB2,14.15,37.27,1
33SVB3,14.72,37.72,0
33SVB4,14.72,37.27,1
33SVC1,14.14,38.62,0
33SVC2,14.14,38.17,1
33SVC3,14.71,38.62,1
33SVC4,14.72,38.17,1
33SVV1,14.38,35.95,0
33SWA1,15.28,36.82,0
33SWB1,15.28,37.72,0
33SWB2,15.28,37.27,0
33SWC1,15.29,38.62,1
33SWC2,15.29,38.17,1
33SWC4,15.86,38.17,1
33SWE2,15.29,39.97,1
33SWE4,15.88,39.97,0
33SXC1,16.44,38.61,1
33SXD2,16.45,39.06,1
33SXE2,16.46,39.97,1
33TTG3,12.29,42.19,1
33TTG4,12.3,41.74,1
33TTH3,12.27,43.09,1
33TTJ3,12.25,43.99,0
33TTJ4,12.26,43.54,1
33TTK3,12.23,44.89,0
33TTK4,12.24,44.44,0
33TTL3,12.21,45.79,0
33TTL4,12.22,45.34,0
33TUF1,12.91,41.31,0
33TUF3,13.51,41.32,1
33TUG1,12.88,42.21,0
33TUG2,12.9,41.76,0
33TUG3,13.49,42.22,0
33TUG4,13.5,41.77,1
33TUH1,12.85,43.11,0
33TUH2,12.87,42.66,0
33TUJ1,12.82,44.01,0
33TUJ2,12.83,43.56,0
33TUK3,13.42,44.92,0
33TUL1,12.75,45.81,0
33TUL2,12.77,45.36,0
33TUL3,13.39,45.82,0
33TUL4,13.4,45.37,0
33TUM1,12.71,46.7,0
33TUM2,12.73,46.26,0
33TUM3,13.37,46.72,0
33TUM4,13.38,46.27,0
33TUN1,12.67,47.6,0
33TUN2,12.69,47.15,0
33TUN3,13.34,47.62,0
33TUN4,13.35,47.17,0
33TVE1,14.12,40.42,0
33TVE3,14.71,40.42,0
33TVF1,14.1,41.32,0
33TVF2,14.11,40.87,1
33TVF3,14.7,41.33,0
33TVF4,14.7,40.88,0
33TVG1,14.09,42.22,1
33TVG2,14.1,41.77,0
33TVG4,14.7,41.78,0
33TVH2,14.09,42.67,1
33TVK1,14.05,44.92,0
33TVK2,14.06,44.47,0
33TVK3,14.68,44.93,0
33TVK4,14.69,44.48,0
33TVL1,14.04,45.82,0
33TVL2,14.04,45.37,0
33TVL3,14.68,45.83,0
33TVL4,14.68,45.38,0
33TVM1,14.02,46.72,0
33TVM2,14.03,46.27,0
33TVM3,14.67,46.73,0
33TVM4,14.68,46.28,0
33TVN1,14,47.62,0
33TVN2,14.01,47.17,0
33TVN3,14.67,47.63,0
33TVN4,14.67,47.18,0
33TWE1,15.3,40.42,1
33TWE3,15.88,40.42,0
33TWF1,15.3,41.33,0
33TWF2,15.3,40.88,0
33TWF3,15.9,41.32,0
33TWF4,15.89,40.87,1
33TWG2,15.3,41.78,1
33TWG4,15.9,41.77,1
33TWH3,15.92,43.12,0
33TWJ1,15.31,44.03,0
33TWJ3,15.94,44.02,0
33TWJ4,15.93,43.57,0
33TWK1,15.32,44.93,0
33TWK2,15.31,44.48,0
33TWK3,15.95,44.92,0
33TWK4,15.94,44.47,0
33TWL1,15.32,45.83,0
33TWL2,15.32,45.38,0
33TWL3,15.97,45.82,0
33TWL4,15.96,45.37,0
33TWM1,15.33,46.73,0
33TWM2,15.32,46.28,0
33TWM3,15.98,46.72,0
33TWM4,15.97,46.27,0
33TWN1,15.33,47.63,0
33TWN2,15.33,47.18,0
33TWN3,16,47.62,0
33TWN4,15.99,47.17,0
33TXE1,16.47,40.42,1
33TXE3,17.06,40.41,1
33TXF2,16.48,40.87,1
33TXF3,17.09,41.31,1
33TXF4,17.08,40.86,1
33TXH1,16.54,43.12,0
33TXH3,17.15,43.11,0
33TXH4,17.14,42.66,0
33TXJ1,16.56,44.02,0
33TXJ2,16.55,43.57,0
33TXJ3,17.18,44.01,0
33TXJ4,17.17,43.56,0
33TXK1,16.58,44.92,0
33TXK2,16.57,44.47,0
33TXK3,17.22,44.91,0
33TXK4,17.2,44.46,0
33TXL1,16.61,45.82,0
33TXL2,16.6,45.37,0
33TXL3,17.25,45.81,0
33TXL4,17.23,45.36,0
33TXM1,16.64,46.72,0
33TXM2,16.62,46.27,0
33TXM3,17.29,46.7,0
33TXM4,17.27,46.26,0
33TXN1,16.66,47.62,0
33TXN2,16.65,47.17,0
33TXN3,17.33,47.6,0
33TXN4,17.31,47.15,0
33TYE1,17.68,40.39,1
33TYH1,17.73,43.09,0
33TYH2,17.72,42.64,0
33TYJ2,17.74,43.54,0
33TYK1,17.77,44.89,0
33TYK2,17.76,44.44,0
33TYL1,17.79,45.79,0
33TYL2,17.78,45.34,0
33TYM1,18,46.7,0
33TYM2,18,46.25,0
33TYN1,18,47.6,0
33TYN2,18,47.15,0
33UUA1,12.33,54.79,0
33UUA2,12.35,54.34,0
33UUA3,13.06,54.81,0
33UUA4,13.08,54.36,0
33UUB1,12.31,55.69,0
33UUB2,12.32,55.24,0
33UUB3,13.01,55.7,0
33UUB4,13.03,55.25,0
33UUP1,12.63,48.5,0
33UUP2,12.65,48.05,0
33UUP3,13.31,48.51,0
33UUP4,13.32,48.06,0
33UUQ1,12.47,49.4,0
33UUQ2,12.48,48.95,0
33UUQ3,13.28,49.41,0
33UUQ4,13.29,48.96,0
33UUR1,12.45,50.3,0
33UUR2,12.46,49.85,0
33UUR3,13.24,50.31,0
33UUR4,13.26,49.86,0
33UUS1,12.43,51.2,0
33UUS2,12.44,50.75,0
33UUS3,13.21,51.21,0
33UUS4,13.23,50.76,0
33UUT1,12.41,52.1,0
33UUT2,12.42,51.65,0
33UUT3,13.18,52.11,0
33UUT4,13.19,51.66,0
33UUU1,12.38,52.99,0
33UUU2,12.39,52.54,0
33UUU3,13.14,53.01,0
33UUU4,13.16,52.56,0
33UUV1,12.36,53.89,0
33UUV2,12.37,53.44,0
33UUV3,13.1,53.91,0
33UUV4,13.12,53.46,0
33UVA2,13.85,54.37,0
33UVA3,14.61,54.82,0
33UVB1,13.81,55.71,0
33UVB2,13.82,55.26,0
33UVB4,14.61,55.27,0
33UVP1,13.98,48.52,0
33UVP2,13.99,48.07,0
33UVP3,14.66,48.53,0
33UVP4,14.66,48.08,0
33UVQ1,13.97,49.42,0
33UVQ2,13.98,48.97,0
33UVQ3,14.66,49.43,0
33UVQ4,14.66,48.98,0
33UVR1,13.95,50.32,0
33UVR2,13.96,49.87,0
33UVR3,14.65,50.33,0
33UVR4,14.65,49.88,0
33UVS1,13.93,51.22,0
33UVS2,13.94,50.77,0
33UVS3,14.64,51.22,0
33UVS4,14.65,50.78,0
33UVT1,13.91,52.12,0
33UVT2,13.92,51.67,0
33UVT3,14.64,52.12,0
33UVT4,14.64,51.67,0
33UVU1,13.88,53.02,0
33UVU2,13.89,52.57,0
33UVU3,14.63,53.02,0
33UVU4,14.63,52.57,0
33UVV1,13.86,53.92,0
33UVV2,13.87,53.47,0
33UVV3,14.62,53.92,0
33UVV4,14.62,53.47,0
33UWA1,15.39,54.82,0
33UWA2,15.39,54.37,0
33UWA4,16.15,54.37,0
33UWB2,15.39,55.27,0
33UWP1,15.34,48.53,0
33UWP2,15.34,48.08,0
33UWP3,16.02,48.52,0
33UWP4,16.01,48.07,0
33UWQ1,15.35,49.43,0
33UWQ2,15.34,48.98,0
33UWQ3,16.03,49.42,0
33UWQ4,16.03,48.97,0
33UWR1,15.35,50.33,0
33UWR2,15.35,49.88,0
33UWR3,16.05,50.32,0
33UWR4,16.04,49.87,0
33UWS1,15.36,51.22,0
33UWS2,15.36,50.78,0
33UWS3,16.07,51.22,0
33UWS4,16.06,50.77,0
33UWT1,15.37,52.12,0
33UWT2,15.36,51.67,0
33UWT3,16.1,52.12,0
33UWT4,16.09,51.67,0
33UWU1,15.37,53.02,0
33UWU2,15.37,52.57,0
33UWU3,16.12,53.02,0
33UWU4,16.11,52.57,0
33UWV1,15.38,53.92,0
33UWV2,15.38,53.47,0
33UWV3,16.14,53.92,0
33UWV4,16.13,53.47,0
33UXA1,16.95,54.81,0
33UXA2,16.92,54.36,0
33UXA3,17.67,54.79,0
33UXA4,17.65,54.34,0
33UXP1,16.69,48.51,0
33UXP2,16.68,48.06,0
33UXP3,17.37,48.5,0
33UXP4,17.35,48.05,0
33UXQ1,16.72,49.41,0
33UXQ2,16.71,48.96,0
33UXQ3,17.53,49.4,0
33UXQ4,17.53,48.95,0
33UXR1,16.76,50.31,0
33UXR2,16.74,49.86,0
33UXR3,17.55,50.3,0
33UXR4,17.54,49.85,0
33UXS1,16.79,51.21,0
33UXS2,16.77,50.76,0
33UXS3,17.57,51.2,0
33UXS4,17.56,50.75,0
33UXT1,16.83,52.11,0
33UXT2,16.81,51.66,0
33UXT3,17.6,52.1,0
33UXT4,17.58,51.65,0
33UXU1,16.86,53.01,0
33UXU2,16.84,52.56,0
33UXU3,17.62,52.99,0
33UXU4,17.61,52.54,0
33UXV1,16.9,53.91,0
33UXV2,16.88,53.46,0
33UXV3,17.64,53.89,0
33UXV4,17.63,53.44,0
33UYP1,18,48.5,0
33UYP2,18,48.05,0
33VUC2,12.29,56.14,0
33VUC3,12.96,56.6,0
33VUC4,12.99,56.15,0
33VUD1,12.25,57.49,0
33VUD2,12.26,57.04,0
33VUD3,12.91,57.5,0
33VUD4,12.94,57.05,0
33VUE3,12.86,58.4,0
33VUE4,12.89,57.95,0
33VUF3,12.81,59.29,0
33VUF4,12.83,58.84,0
33VUG3,12.6,60.19,0
33VUG4,12.61,59.74,0
33VUH3,12.57,61.09,0
33VUH4,12.59,60.64,0
33VUJ3,12.55,61.98,0
33VUJ4,12.56,61.53,0
33VUK3,12.52,62.88,0
33VUK4,12.53,62.43,0
33VUL3,12.49,63.78,0
33VUL4,12.5,63.33,0
33VVC1,13.78,56.61,0
33VVC2,13.79,56.16,0
33VVC3,14.59,56.62,0
33VVC4,14.6,56.17,0
33VVD1,13.75,57.51,0
33VVD2,13.76,57.06,0
33VVD3,14.58,57.51,0
33VVD4,14.59,57.07,0
33VVE1,13.72,58.41,0
33VVE2,13.73,57.96,0
33VVE3,14.57,58.41,0
33VVE4,14.58,57.96,0
33VVF1,13.68,59.31,0
33VVF2,13.7,58.86,0
33VVF3,14.56,59.31,0
33VVF4,14.57,58.86,0
33VVG1,13.65,60.2,0
33VVG2,13.67,59.75,0
33VVG3,14.55,60.21,0
33VVG4,14.56,59.76,0
33VVH1,13.61,61.1,0
33VVH2,13.63,60.65,0
33VVH3,14.54,61.11,0
33VVH4,14.54,60.66,0
33VVJ1,13.57,62,0
33VVJ2,13.59,61.55,0
33VVJ3,14.52,62,0
33VVJ4,14.53,61.56,0
33VVK1,13.52,62.89,0
33VVK2,13.55,62.45,0
33VVK3,14.51,62.9,0
33VVK4,14.52,62.45,0
33VVL1,13.48,63.79,0
33VVL2,13.5,63.34,0
33VVL3,14.49,63.8,0
33VVL4,14.5,63.35,0
33VWC1,15.41,56.62,0
33VWC2,15.4,56.17,0
33VWC3,16.22,56.61,0
33VWD1,15.42,57.51,0
33VWD2,15.41,57.07,0
33VWD3,16.25,57.51,0
33VWD4,16.24,57.06,0
33VWE1,15.43,58.41,0
33VWE2,15.42,57.96,0
33VWE3,16.28,58.41,0
33VWE4,16.27,57.96,0
33VWF1,15.44,59.31,0
33VWF2,15.43,58.86,0
33VWF3,16.32,59.31,0
33VWF4,16.3,58.86,0
33VWG1,15.45,60.21,0
33VWG2,15.45,59.76,0
33VWG3,16.35,60.2,0
33VWG4,16.34,59.75,0
33VWH1,15.46,61.11,0
33VWH2,15.46,60.66,0
33VWH3,16.39,61.1,0
33VWH4,16.37,60.65,0
33VWJ1,15.48,62,0
33VWJ2,15.47,61.56,0
33VWJ3,16.43,62,0
33VWJ4,16.41,61.55,0
33VWK1,15.49,62.9,0
33VWK2,15.49,62.45,0
33VWK3,16.48,62.89,0
33VWK4,16.45,62.45,0
33VWL1,15.51,63.8,0
33VWL2,15.5,63.35,0
33VWL3,16.52,63.79,0
33VWL4,16.5,63.34,0
33VXD2,17.06,57.05,0
33VXF1,17.2,59.29,0
33VXF2,17.17,58.84,0
33VXF3,18,59.29,0
33VXF4,18,58.84,0
33VXG1,17.4,60.19,0
33VXG2,17.39,59.74,0
33VXH1,17.43,61.09,0
33VXH2,17.42,60.64,0
33VXJ1,17.46,61.98,0
33VXJ2,17.44,61.53,0
33VXK1,17.48,62.88,0
33VXK2,17.47,62.43,0
33VXL1,17.52,63.78,0
33VXL2,17.5,63.33,0
33WUM3,12.45,64.68,0
33WUM4,12.47,64.23,0
33WUN3,12.42,65.57,0
33WUP3,12.38,66.47,0
33WUP4,12.4,66.02,0
33WUQ4,12.36,66.92,0
33WVM1,13.43,64.69,0
33WVM2,13.45,64.24,0
33WVM3,14.48,64.7,0
33WVM4,14.48,64.25,0
33WVN2,13.4,65.14,0
33WVN3,14.46,65.59,0
33WVN4,14.47,65.15,0
33WVP1,13.32,66.48,0
33WVP2,13.35,66.03,0
33WVP3,14.44,66.49,0
33WVP4,14.45,66.04,0
33WVQ1,13.25,67.38,0
33WVQ2,13.28,66.93,0
33WVQ3,14.42,67.39,0
33WVQ4,14.43,66.94,0
