utm,lon,lat,presence
33WVR1,13.18,68.28,0
33WVR2,13.22,67.83,0
33WVR3,14.39,68.28,0
33WVR4,14.41,67.84,0
33WVS4,14.38,68.73,0
33WWM1,15.52,64.7,0
33WWM2,15.52,64.25,0
33WWM3,16.57,64.69,0
33WWM4,16.55,64.24,0
33WWN1,15.54,65.59,0
33WWN2,15.53,65.15,0
33WWN3,16.63,65.59,0
33WWN4,16.6,65.14,0
33WWP1,15.56,66.49,0
33WWP2,15.55,66.04,0
33WWP3,16.69,66.48,0
33WWP4,16.66,66.03,0
33WWQ1,15.58,67.39,0
33WWQ2,15.57,66.94,0
33WWQ3,16.75,67.38,0
33WWQ4,16.72,66.93,0
33WWR1,15.61,68.28,0
33WWR2,15.59,67.84,0
33WWR3,16.82,68.28,0
33WWR4,16.78,67.83,0
33WWS1,15.63,69.18,0
33WWS2,15.62,68.73,0
33WWS3,17.13,69.17,0
33WWS4,16.85,68.72,0
33WWT3,17.16,70.07,0
33WXM1,17.55,64.68,0
33WXM2,17.53,64.23,0
33WXN1,17.58,65.57,0
33WXN2,17.57,65.12,0
33WXP1,17.62,66.47,0
33WXP2,17.6,66.02,0
33WXQ1,18,67.37,0
33WXQ2,17.64,66.92,0
33WXR1,18,68.27,0
33WXR2,18,67.82,0
33XVF3,13.99,77.25,0
33XVG1,11.73,78.13,0
33XVG3,13.91,78.14,0
33XVG4,13.95,77.7,0
33XVH1,11.47,79.02,0
33XVH2,11.61,78.57,0
33XVH3,13.82,79.04,0
33XVH4,13.87,78.59,0
33XVJ1,11.16,79.91,0
33XVJ2,11.32,79.47,0
33XVJ3,13.72,79.93,0
33XVJ4,13.77,79.49,0
33XWF1,16.02,77.25,0
33XWF2,15.98,76.8,0
33XWF3,18.04,77.23,0
33XWG1,16.09,78.14,0
33XWG2,16.05,77.7,0
33XWG3,18.27,78.13,0
33XWG4,18.15,77.68,0
33XWH1,16.18,79.04,0
33XWH2,16.13,78.59,0
33XWH4,18.39,78.57,0
33XWJ1,16.28,79.93,0
33XWJ2,16.23,79.49,0
33XWJ3,18.84,79.91,0
33XWJ4,18.68,79.47,0
33XWK4,19.02,80.36,0
33XXH2,20.26,78.55,0
33XXJ2,21,79.45,0
33XXK1,21,80.79,0
33XXK2,21,80.35,0
34SBK4,18.33,39.94,1
34SDH3,20.71,38.62,0
34SDJ1,20.13,39.52,0
34SDJ2,20.13,39.07,0
34SDJ3,20.71,39.52,0
34SDJ4,20.71,39.07,0
34SDK2,20.12,39.97,0
34SDK4,20.71,39.97,0
34SEF3,21.84,36.82,0
34SEG1,21.28,37.72,0
34SEG2,21.28,37.27,0
34SEG3,21.85,37.72,0
34SEG4,21.85,37.27,0
34SEH1,21.29,38.62,0
34SEH2,21.29,38.17,0
34SEH3,21.86,38.62,0
34SEH4,21.86,38.17,0
34SEJ1,21.29,39.52,0
34SEJ2,21.29,39.07,0
34SEJ3,21.87,39.52,0
34SEJ4,21.87,39.07,0
34SEK2,21.29,39.97,0
34SEK4,21.88,39.97,0
34SFF1,22.4,36.81,0
34SFF2,22.39,36.36,0
34SFF3,22.96,36.8,0
34SFF4,22.95,36.35,0
34SFG1,22.42,37.71,0
34SFG2,22.41,37.26,0
34SFG3,22.99,37.7,0
34SFG4,22.97,37.25,0
34SFH1,22.44,38.61,0
34SFH2,22.43,38.16,0
34SFH3,23.01,38.61,0
34SFH4,23,38.16,0
34SFJ1,22.45,39.52,0
34SFJ2,22.45,39.06,0
34SFJ3,23.04,39.51,0
34SFJ4,23.02,39.06,0
34SFK2,22.46,39.97,0
34SFK4,23.05,39.96,0
34SGE2,23.48,35.44,0
34SGE4,24,35.44,0
34SGG1,23.63,37.69,0
34SGG2,23.63,37.24,0
34SGH1,23.65,38.59,0
34SGH2,23.64,38.14,0
34SGJ2,23.66,39.04,0
34SGK2,23.67,39.94,0
34TBK3,18.32,40.39,1
34TBN3,18.27,43.09,0
34TBN4,18.28,42.64,0
34TBP3,18.25,43.99,0
34TBQ3,18.23,44.89,0
34TBQ4,18.24,44.44,0
34TBR3,18.21,45.79,0
34TBR4,18.22,45.34,0
34TCM1,18.88,42.21,0
34TCM4,19.5,41.77,0
34TCN3,19.46,43.12,0
34TCN4,19.48,42.67,0
34TCP2,18.83,43.56,0
34TCP3,19.44,44.02,0
34TCP4,19.45,43.57,0
34TCQ1,18.78,44.91,0
34TCQ3,19.42,44.92,0
34TCQ4,19.43,44.47,0
34TCR1,18.75,45.81,0
34TCR2,18.77,45.36,0
34TCR3,19.39,45.82,0
34TCR4,19.4,45.37,0
34TCS1,18.71,46.7,0
34TCS2,18.73,46.26,0
34TCS3,19.37,46.72,0
34TCS4,19.38,46.27,0
34TCT1,18.67,47.6,0
34TCT2,18.69,47.15,0
34TCT3,19.34,47.62,0
34TCT4,19.35,47.17,0
34TDK3,20.71,40.42,0
34TDL3,20.7,41.33,0
34TDL4,20.7,40.88,0
34TDM3,20.7,42.23,0
34TDM4,20.7,41.78,0
34TDN3,20.69,43.13,0
34TDP1,20.06,44.02,0
34TDP2,20.07,43.57,0
34TDP3,20.69,44.03,0
34TDP4,20.69,43.58,0
34TDQ1,20.05,44.92,0
34TDQ2,20.06,44.47,0
34TDQ3,20.68,44.93,0
34TDR1,20.04,45.82,0
34TDR2,20.04,45.37,0
34TDR3,20.68,45.83,0
34TDR4,20.68,45.38,0
34TDS1,20.02,46.72,0
34TDS2,20.03,46.27,0
34TDS3,20.67,46.73,0
34TDT1,20,47.62,0
34TDT2,20.01,47.17,0
34TDT3,20.67,47.63,0
34TDT4,20.67,47.18,0
34TEK1,21.3,40.42,0
34TEK3,21.88,40.42,0
34TEL1,21.3,41.33,0
34TEL2,21.3,40.88,0
34TEL3,21.9,41.32,0
34TEL4,21.89,40.87,0
34TEM1,21.3,42.23,0
34TEM2,21.3,41.78,0
34TEM3,21.91,42.22,0
34TEM4,21.9,41.77,0
34TEN1,21.31,43.13,0
34TEN3,21.92,43.12,0
34TEP1,21.31,44.03,0
34TEP3,21.94,44.02,0
34TEP4,21.93,43.57,0
34TEQ1,21.32,44.93,0
34TEQ2,21.31,44.48,0
34TEQ4,21.94,44.47,0
34TET1,21.33,47.63,0
34TFK1,22.47,40.42,0
34TFK3,23.06,40.41,0
34TFL1,22.49,41.32,0
34TFL2,22.48,40.87,0
34TFL3,23.09,41.31,0
34TFL4,23.08,40.86,0
34TFM3,23.12,42.21,0
34TFM4,23.11,41.76,0
34TFN4,23.14,42.66,0
34TGK1,23.68,40.39,0
34TGL1,23.69,41.29,0
34TGL2,23.69,40.84,0
34TGM2,23.7,41.74,0
34TGN1,23.73,43.09,0
34TGN2,23.72,42.64,0
34UCA1,18.45,50.3,0
34UCA2,18.46,49.85,0
34UCA3,19.24,50.31,0
34UCA4,19.26,49.86,0
34UCB1,18.43,51.2,0
34UCB2,18.44,50.75,0
34UCB3,19.21,51.21,0
34UCB4,19.23,50.76,0
34UCC1,18.41,52.1,0
34UCC2,18.42,51.65,0
34UCC3,19.18,52.11,0
34UCC4,19.19,51.66,0
34UCD1,18.38,52.99,0
34UCD2,18.39,52.54,0
34UCD3,19.14,53.01,0
34UCD4,19.16,52.56,0
34UCE1,18.36,53.89,0
34UCE2,18.37,53.44,0
34UCE3,19.1,53.91,0
34UCE4,19.12,53.46,0
34UCF1,18.33,54.79,0
34UCF2,18.35,54.34,0
34UCF3,19.06,54.81,0
34UCF4,19.08,54.36,0
34UCU1,18.63,48.5,0
34UCU2,18.65,48.05,0
34UCU3,19.31,48.51,0
34UCU4,19.32,48.06,0
34UCV1,18.47,49.4,0
34UCV2,18.48,48.95,0
34UCV3,19.28,49.41,0
34UCV4,19.29,48.96,0
34UDA1,19.95,50.32,0
34UDA2,19.96,49.87,0
34UDA3,20.65,50.33,0
34UDA4,20.65,49.88,0
34UDB1,19.93,51.22,0
34UDB2,19.94,50.77,0
34UDB3,20.64,51.22,0
34UDB4,20.65,50.78,0
34UDC1,19.91,52.12,0
34UDC2,19.92,51.67,0
34UDC3,20.64,52.12,0
34UDC4,20.64,51.67,0
34UDD1,19.88,53.02,0
34UDD2,19.89,52.57,0
34UDD3,20.63,53.02,0
34UDD4,20.63,52.57,0
34UDE1,19.86,53.92,0
34UDE2,19.87,53.47,0
34UDE3,20.62,53.92,0
34UDE4,20.62,53.47,0
34UDF2,19.85,54.37,0
34UDF4,20.62,54.37,0
34UDG4,20.61,55.27,0
34UDU1,19.98,48.52,0
34UDU2,19.99,48.07,0
34UDU3,20.66,48.53,0
34UDU4,20.66,48.08,0
34UDV1,19.97,49.42,0
34UDV2,19.98,48.97,0
34UDV3,20.66,49.43,0
34UDV4,20.66,48.98,0
34UEA1,21.35,50.33,0
34UEA2,21.35,49.88,0
34UEA3,22.05,50.32,0
34UEA4,22.04,49.87,0
34UEB1,21.36,51.22,0
34UEB2,21.36,50.78,0
34UEB3,22.07,51.22,0
34UEB4,22.06,50.77,0
34UEC1,21.37,52.12,0
34UEC2,21.36,51.67,0
34UEC3,22.1,52.12,0
34UEC4,22.09,51.67,0
34UED1,21.37,53.02,0
34UED2,21.37,52.57,0
34UED3,22.12,53.02,0
34UED4,22.11,52.57,0
34UEE1,21.38,53.92,0
34UEE2,21.38,53.47,0
34UEE3,22.14,53.92,0
34UEE4,22.13,53.47,0
34UEF1,21.39,54.82,0
34UEF2,21.39,54.37,0
34UEF3,22.17,54.82,0
34UEF4,22.15,54.37,0
34UEG1,21.4,55.72,0
34UEG2,21.39,55.27,0
34UEG3,22.19,55.71,0
34UEG4,22.18,55.26,0
34UEU1,21.34,48.53,0
34UEU2,21.34,48.08,0
34UEU3,22.02,48.52,0
34UEV1,21.35,49.43,0
34UEV2,21.34,48.98,0
34UEV3,22.03,49.42,0
34UEV4,22.03,48.97,0
34UFA1,22.76,50.31,0
34UFA2,22.74,49.86,0
34UFA3,23.55,50.3,0
34UFA4,23.54,49.85,0
34UFB1,22.79,51.21,0
34UFB2,22.77,50.76,0
34UFB3,23.57,51.2,0
34UFB4,23.56,50.75,0
34UFC2,22.81,51.66,0
34UFD1,22.86,53.01,0
34UFE1,22.9,53.91,0
34UFE2,22.88,53.46,0
34UFF1,22.95,54.81,0
34UFF2,22.92,54.36,0
34UFF3,23.67,54.79,0
34UFF4,23.65,54.34,0
34UFG1,22.99,55.7,0
34UFG2,22.97,55.25,0
34UFG3,23.69,55.69,0
34UFG4,23.68,55.24,0
34UFV1,22.72,49.41,0
34UFV2,22.71,48.96,0
34VCJ1,18.48,57.5,0
34VCJ2,18.26,57.04,0
34VCK4,18.89,57.95,0
34VCL3,18.81,59.29,0
34VCM3,18.6,60.19,0
34VCM4,18.61,59.74,0
34VCQ3,18.52,62.88,0
34VCR3,18.49,63.78,0
34VCR4,18.5,63.33,0
34VDH3,20.59,56.62,0
34VDH4,20.6,56.17,0
34VDM1,19.65,60.2,0
34VDM3,20.55,60.21,0
34VDM4,20.56,59.76,0
34VDR1,19.48,63.79,0
34VDR2,19.5,63.34,0
34VDR3,20.49,63.8,0
34VEH1,21.41,56.62,0
34VEH2,21.4,56.17,0
34VEH3,22.22,56.61,0
34VEH4,22.21,56.16,0
34VEJ1,21.42,57.51,0
34VEJ2,21.41,57.07,0
34VEJ3,22.25,57.51,0
34VEJ4,22.24,57.06,0
34VEK1,21.43,58.41,0
34VEK3,22.28,58.41,0
34VEK4,22.27,57.96,0
34VEL4,22.3,58.86,0
34VEM1,21.45,60.21,0
34VEM2,21.45,59.76,0
34VEM3,22.35,60.2,0
34VEM4,22.34,59.75,0
34VEN1,21.46,61.11,0
34VEN2,21.46,60.66,0
34VEN3,22.39,61.1,0
34VEN4,22.37,60.65,0
34VEP1,21.48,62,0
34VEP2,21.47,61.56,0
34VEP3,22.43,62,0
34VEP4,22.41,61.55,0
34VEQ1,21.49,62.9,0
34VEQ2,21.49,62.45,0
34VEQ3,22.48,62.89,0
34VEQ4,22.45,62.45,0
34VER2,21.5,63.35,0
34VER3,22.52,63.79,0
34VER4,22.5,63.34,0
34VFH1,23.04,56.6,0
34VFH2,23.01,56.15,0
34VFH3,23.72,56.59,0
34VFH4,23.71,56.14,0
34VFJ1,23.09,57.5,0
34VFJ2,23.06,57.05,0
34VFJ4,23.74,57.04,0
34VFK1,23.14,58.4,0
34VFK2,23.11,57.95,0
34VFK3,24,58.39,0
34VFK4,24,57.94,0
34VFL1,23.2,59.29,0
34VFL2,23.17,58.84,0
34VFL3,24,59.29,0
34VFL4,24,58.84,0
34VFM1,23.4,60.19,0
34VFM2,23.39,59.74,0
34VFN1,23.43,61.09,0
34VFN2,23.42,60.64,0
34VFP1,23.46,61.98,0
34VFP2,23.44,61.53,0
34VFQ1,23.48,62.88,0
34VFQ2,23.47,62.43,0
34VFR1,23.52,63.78,0
34VFR2,23.5,63.33,0
34WCS3,18.45,64.68,0
34WCS4,18.47,64.23,0
34WCT3,18.42,65.57,0
34WCT4,18.43,65.12,0
34WCU3,18.38,66.47,0
34WCU4,18.4,66.02,0
34WCV4,18.36,66.92,0
34WDA1,19.18,68.28,0
34WDA2,19.22,67.83,0
34WDA3,20.39,68.28,0
34WDA4,20.41,67.84,0
34WDB1,18.87,69.17,0
34WDB2,19.15,68.72,0
34WDB3,20.37,69.18,0
34WDB4,20.38,68.73,0
34WDC2,18.86,69.62,0
34WDC3,20.34,70.08,0
34WDC4,20.36,69.63,0
34WDS1,19.43,64.69,0
34WDS2,19.45,64.24,0
34WDS3,20.48,64.7,0
34WDS4,20.48,64.25,0
34WDT1,19.37,65.59,0
34WDT2,19.4,65.14,0
34WDT3,20.46,65.59,0
34WDT4,20.47,65.15,0
34WDU1,19.32,66.48,0
34WDU2,19.35,66.03,0
34WDU3,20.44,66.49,0
34WDU4,20.45,66.04,0
34WDV1,19.25,67.38,0
34WDV2,19.28,66.93,0
34WDV3,20.42,67.39,0
34WDV4,20.43,66.94,0
34WEA1,21.61,68.28,0
34WEA2,21.59,67.84,0
34WEA3,22.82,68.28,0
34WEA4,22.78,67.83,0
34WEB1,21.63,69.18,0
34WEB2,21.62,68.73,0
34WEB3,23.13,69.17,0
34WEB4,22.85,68.72,0
34WEC1,21.66,70.08,0
34WEC2,21.64,69.63,0
34WEC3,23.16,70.07,0
34WEC4,23.14,69.62,0
34WED2,21.67,70.53,0
34WED3,23.19,70.96,0
34WED4,23.17,70.51,0
34WES1,21.52,64.7,0
34WES2,21.52,64.25,0
34WET1,21.54,65.59,0
34WET2,21.53,65.15,0
34WET3,22.63,65.59,0
34WEU1,21.56,66.49,0
34WEU2,21.55,66.04,0
34WEU3,22.69,66.48,0
34WEU4,22.66,66.03,0
34WEV1,21.58,67.39,0
34WEV2,21.57,66.94,0
34WEV3,22.75,67.38,0
34WEV4,22.72,66.93,0
34WFA1,24,68.27,0
34WFA2,24,67.82,0
34WFB2,24,68.72,0
34WFS2,23.53,64.23,0
34WFU1,23.62,66.47,0
34WFU2,23.6,66.02,0
34WFV1,24,67.37,0
34WFV2,23.64,66.92,0
34XBE1,19.01,74.44,0
35SKA3,24.38,36.79,0
35SKB3,24.37,37.69,0
35SKB4,24.37,37.24,0
35SKC3,24.35,38.59,0
35SKC4,24.36,38.14,0
35SKD3,24.34,39.49,0
35SKD4,24.34,39.04,0
35SKE4,24.33,39.94,0
35SKU3,24.54,34.99,0
35SKV4,24.52,35.44,0
35SLA1,25.04,36.8,0
35SLA3,25.6,36.81,0
35SLB1,25.02,37.7,0
35SLB2,25.03,37.25,0
35SLB3,25.58,37.71,0
35SLB4,25.59,37.26,0
35SLC2,25,38.16,0
35SLD1,24.97,39.51,0
35SLE2,24.95,39.96,0
35SLE4,25.54,39.97,0
35SLU1,25.08,35,0
35SLU3,25.63,35.01,0
35SLV2,25.07,35.45,0
35SLV4,25.62,35.46,0
35SMA3,26.72,36.82,0
35SMB1,26.15,37.72,0
35SMB3,26.72,37.72,0
35SMC1,26.14,38.62,0
35SMC2,26.14,38.17,0
35SMD2,26.13,39.07,0
35SMU1,26.18,35.01,0
35SMV2,26.17,35.47,0
35SNA1,27.28,36.82,0
35SNV3,27.83,35.92,0
35TKE3,24.32,40.39,0
35TKF3,24.31,41.29,0
35TKF4,24.31,40.84,0
35TKG3,24.29,42.19,0
35TKG4,24.3,41.74,0
35TKH4,24.28,42.64,0
35TLE1,24.94,40.41,0
35TLE3,25.53,40.42,0
35TLF1,24.91,41.31,0
35TLF2,24.92,40.86,0
35TLF3,25.51,41.32,0
35TLF4,25.52,40.87,0
35TLG1,24.88,42.21,0
35TLG2,24.9,41.76,0
35TLG3,25.49,42.22,0
35TLG4,25.5,41.77,0
35TLH2,24.87,42.66,0
35TLH4,25.48,42.67,0
35TLJ4,25.45,43.57,0
35TMF1,26.1,41.32,0
35TMG2,26.1,41.77,0
35TMG3,26.7,42.23,0
35TMH2,26.09,42.67,0
35TMH3,26.69,43.13,0
35TMH4,26.7,42.68,0
35TMJ2,26.07,43.57,0
35TMJ4,26.69,43.58,0
35TNG1,27.3,42.23,0
35TNG3,27.91,42.22,0
35TNH1,27.31,43.13,0
35TNH2,27.31,42.68,0
35TNH3,27.92,43.12,0
35TNH4,27.92,42.67,0
35TNJ2,27.31,43.58,0
35TNJ4,27.93,43.57,0
35TNL3,27.97,45.82,0
35TNN1,27.33,47.63,0
35TNN3,28,47.62,0
35TNN4,27.99,47.17,0
35TPJ2,28.55,43.57,0
35TPL1,28.61,45.82,0
35TPL2,28.6,45.37,0
35TPM1,28.64,46.72,0
35TPM2,28.62,46.27,0
35TPM3,29.29,46.7,0
35TPN1,28.66,47.62,0
35TPN2,28.65,47.17,0
35TPN3,29.33,47.6,0
35TPN4,29.31,47.15,0
35TQM1,30,46.7,0
35TQM2,30,46.25,0
35ULA1,24.33,54.79,0
35ULA2,24.35,54.34,0
35ULA3,25.06,54.81,0
35ULB1,24.31,55.69,0
35ULB2,24.32,55.24,0
35ULB3,25.01,55.7,0
35ULB4,25.03,55.25,0
35ULR1,24.45,50.3,0
35ULS2,24.44,50.75,0
35UMB1,25.81,55.71,0
35UMB2,25.82,55.26,0
35UMB3,26.6,55.72,0
35UNB1,27.4,55.72,0
35UNP1,27.34,48.53,0
35UNP2,27.34,48.08,0
35UNP3,28.02,48.52,0
35UNP4,28.01,48.07,0
35UPP2,28.68,48.06,0
35VLC1,24.28,56.59,0
35VLC2,24.29,56.14,0
35VLC3,24.96,56.6,0
35VLC4,24.99,56.15,0
35VLD1,24.25,57.49,0
35VLD2,24.26,57.04,0
35VLD3,24.91,57.5,0
35VLD4,24.94,57.05,0
35VLE3,24.86,58.4,0
35VLE4,24.89,57.95,0
35VLF3,24.81,59.29,0
35VLF4,24.83,58.84,0
35VLG3,24.6,60.19,0
35VLG4,24.61,59.74,0
35VLH3,24.57,61.09,0
35VLH4,24.59,60.64,0
35VLJ3,24.55,61.98,0
35VLJ4,24.56,61.53,0
35VLK3,24.52,62.88,0
35VLK4,24.53,62.43,0
35VLL3,24.49,63.78,0
35VLL4,24.5,63.33,0
35VMC1,25.78,56.61,0
35VMC2,25.79,56.16,0
35VMC3,26.59,56.62,0
35VMC4,26.6,56.17,0
35VMD1,25.75,57.51,0
35VMD2,25.76,57.06,0
35VMD3,26.58,57.51,0
35VMD4,26.59,57.07,0
35VME1,25.72,58.41,0
35VME2,25.73,57.96,0
35VME3,26.57,58.41,0
35VME4,26.58,57.96,0
35VMF1,25.68,59.31,0
35VMF2,25.7,58.86,0
35VMF3,26.56,59.31,0
35VMF4,26.57,58.86,0
35VMG1,25.65,60.2,0
35VMG2,25.67,59.75,0
35VMG3,26.55,60.21,0
35VMG4,26.56,59.76,0
35VMH1,25.61,61.1,0
35VMH2,25.63,60.65,0
35VMH3,26.54,61.11,0
35VMH4,26.54,60.66,0
35VMJ1,25.57,62,0
35VMJ2,25.59,61.55,0
35VMJ3,26.52,62,0
35VMJ4,26.53,61.56,0
35VMK1,25.52,62.89,0
35VMK2,25.55,62.45,0
35VMK3,26.51,62.9,0
35VMK4,26.52,62.45,0
35VML1,25.48,63.79,0
35VML2,25.5,63.34,0
35VML3,26.49,63.8,0
35VML4,26.5,63.35,0
35VNC1,27.41,56.62,0
35VNC2,27.4,56.17,0
35VNC4,28.21,56.16,0
35VND1,27.42,57.51,0
35VND2,27.41,57.07,0
35VNE1,27.43,58.41,0
35VNE2,27.42,57.96,0
35VNF1,27.44,59.31,0
35VNF2,27.43,58.86,0
35VNF3,28.32,59.31,0
35VNG1,27.45,60.21,0
35VNH1,27.46,61.11,0
35VNH2,27.46,60.66,0
35VNH3,28.39,61.1,0
35VNH4,28.37,60.65,0
35VNJ1,27.48,62,0
35VNJ2,27.47,61.56,0
35VNJ3,28.43,62,0
35VNJ4,28.41,61.55,0
35VNK1,27.49,62.9,0
35VNK2,27.49,62.45,0
35VNK3,28.48,62.89,0
35VNK4,28.45,62.45,0
35VNL1,27.51,63.8,0
35VNL2,27.5,63.35,0
35VNL3,28.52,63.79,0
35VNL4,28.5,63.34,0
35VPJ1,29.46,61.98,0
35VPJ2,29.44,61.53,0
35VPK1,29.48,62.88,0
35VPK2,29.47,62.43,0
35VPL1,29.52,63.78,0
35VPL2,29.5,63.33,0
35WLM3,24.45,64.68,0
35WLM4,24.47,64.23,0
35WLN3,24.42,65.57,0
35WLN4,24.43,65.12,0
35WLP3,24.38,66.47,0
35WLP4,24.4,66.02,0
35WLQ4,24.36,66.92,0
35WMM1,25.43,64.69,0
35WMM2,25.45,64.24,0
35WMM3,26.48,64.7,0
35WMM4,26.48,64.25,0
35WMN1,25.37,65.59,0
35WMN2,25.4,65.14,0
35WMN3,26.46,65.59,0
35WMN4,26.47,65.15,0
35WMP1,25.32,66.48,0
35WMP2,25.35,66.03,0
35WMP3,26.44,66.49,0
35WMP4,26.45,66.04,0
35WMQ1,25.25,67.38,0
35WMQ2,25.28,66.93,0
35WMQ3,26.42,67.39,0
35WMQ4,26.43,66.94,0
35WMR1,25.18,68.28,0
35WMR2,25.22,67.83,0
35WMR3,26.39,68.28,0
35WMR4,26.41,67.84,0
35WMS2,25.15,68.72,0
35WMS3,26.37,69.18,0
35WMS4,26.38,68.73,0
35WMT1,24.84,70.07,0
35WMT2,24.86,69.62,0
35WMT4,26.36,69.63,0
35WMU1,24.81,70.96,0
35WMU2,24.83,70.51,0
35WMU4,26.33,70.53,0
35WNM1,27.52,64.7,0
35WNM2,27.52,64.25,0
35WNM3,28.57,64.69,0
35WNM4,28.55,64.24,0
35WNN1,27.54,65.59,0
35WNN2,27.53,65.15,0
35WNN3,28.63,65.59,0
35WNN4,28.6,65.14,0
35WNP1,27.56,66.49,0
35WNP2,27.55,66.04,0
35WNP3,28.69,66.48,0
35WNP4,28.66,66.03,0
35WNQ1,27.58,67.39,0
35WNQ2,27.57,66.94,0
35WNQ3,28.75,67.38,0
35WNQ4,28.72,66.93,0
35WNR1,27.61,68.28,0
35WNR2,27.59,67.84,0
35WNR3,28.82,68.28,0
35WNR4,28.78,67.83,0
35WNS1,27.63,69.18,0
35WNS2,27.62,68.73,0
35WNS3,29.13,69.17,0
35WNS4,28.85,68.72,0
35WNT1,27.66,70.08,0
35WNT2,27.64,69.63,0
35WNT3,29.16,70.07,0
35WNT4,29.14,69.62,0
35WNU1,27.69,70.97,0
35WNU2,27.67,70.53,0
35WNU3,29.19,70.96,0
35WNU4,29.17,70.51,0
35WPM1,29.55,64.68,0
35WPM2,29.53,64.23,0
35WPN1,29.58,65.57,0
35WPN2,29.57,65.12,0
35WPP1,29.62,66.47,0
35WPP2,29.6,66.02,0
35WPQ1,30,67.37,0
35WPQ2,29.64,66.92,0
35WPR2,30,67.82,0
35XLF1,21.97,77.2,0
35XLG2,21.9,77.65,0
35XMF4,25.15,76.57,0
35XMG2,23.85,77.68,0
35XMH4,26.68,78.73,0
35XMJ1,23.16,79.91,0
35XMJ4,25.77,79.49,0
35XMK2,22.98,80.36,0
35XMK4,25.66,80.38,0
35XNH1,28.82,78.89,0
35XNK4,32.52,80.19,0
36VUP3,30.55,61.98,0
36VUQ3,30.52,62.88,0
36VUQ4,30.53,62.43,0
36VUR3,30.49,63.78,0
36VUR4,30.5,63.33,0
36VVQ1,31.52,62.89,0
36VVQ2,31.55,62.45,0
36WUS4,30.47,64.23,0
36WVD2,30.83,70.51,0
CAN001,-15.95,30.13,0
CAN002,-17.84,28.73,0
CAN003,-18.02,27.7,0
CAN004,-17.23,28.15,0
CAN005,-16.56,28.28,0
CAN006,-15.56,28,0
CAN007,-14.03,28.38,0
CAN008,-13.58,29.04,0
CAN009,-13.53,29.38,0
